product_id,product_name,product_price,product_image,product_link,product_store,product_category,product_ratings,rating_count,product_description,fetch_date
1,Mibro A2 Bluetooth Calling Smart Watch,"Rs. 8,299",https://images.priceoye.pk/mibro-a2-bluetooth-calling-smart-watch-pakistan-priceoye-gtgk5-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-a2-bluetooth-calling-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,8 Ratings,"{'Display': '1.39 inches', 'Screen Type': 'HD touch screen', 'Battery Life': '2-3 days'}",2023-12-03
2,Mibro Watch Lite2,"Rs. 12,999",https://images.priceoye.pk/mibro-watch-lite2-pakistan-priceoye-9n9jt-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-watch-lite2,PriceOye,"Smart-Watches, Mibro",5.0,79 Ratings,"{'Display': '1.3 Inches', 'Screen Type': 'Amoled HD Color Screen', 'Battery Life': '12-Day Battery Life'}",2023-12-03
3,Mibro GS Pro Calling Smart Watch,"Rs. 15,999",https://images.priceoye.pk/mibro-gs-pro-calling-smart-watch-pakistan-priceoye-ad7qs-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-gs-pro-calling-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,5 Ratings,"{'Display': '1.43', 'Screen Type': 'AMOLED', 'Battery Life': '2-3 days'}",2023-12-03
4,Mibro T1 Smart Watch,"Rs. 13,999",https://images.priceoye.pk/mibro-t1-pakistan-priceoye-vkiyb-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-t1,PriceOye,"Smart-Watches, Mibro",5.0,79 Ratings,"{'Display': '1.6 Inch', 'Screen Type': 'AMOLED', 'Battery Life': 'N/A'}",2023-12-03
5,Mibro Smart Watch T2,"Rs. 13,999",https://images.priceoye.pk/mibro-smart-watch-t2-pakistan-priceoye-salqr-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-smart-watch-t2,PriceOye,"Smart-Watches, Mibro",5.0,1 Ratings,"{'Display': '1.75 Inches', 'Screen Type': 'AMOLED', 'Battery Life': '2-3 days'}",2023-12-03
6,Mibro C3 Bluetooth Calling Smart Watch,"Rs. 8,499",https://images.priceoye.pk/mibro-c3-bluetooth-calling-smart-watch-pakistan-priceoye-8j3lz-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-c3-bluetooth-calling-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,1 Ratings,"{'Display': '1.85 inches', 'Screen Type': 'Full-Touch', 'Battery Life': '2-3 days'}",2023-12-03
7,Mibro GS Smart Watch,"Rs. 13,299",https://images.priceoye.pk/mibro-gs-smart-watch-pakistan-priceoye-04mqg-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-gs-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,8 Ratings,"{'Display': '1.43 Inches', 'Screen Type': 'Amoled HD Display', 'Battery Life': '24-Day Ultra-Long Battery Life'}",2023-12-03
8,Mibro Watch C2,"Rs. 7,999",https://images.priceoye.pk/mibro-watch-c2-pakistan-priceoye-rlc6r-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-watch-c2,PriceOye,"Smart-Watches, Mibro",5.0,5 Ratings,"{'Display': '1.69 Inches', 'Screen Type': 'HD Screen', 'Battery Life': '7 days'}",2023-12-03
9,Mibro Air Smart Watch,"Rs. 4,699",https://images.priceoye.pk/mibro-air-smart-watch-pakistan-priceoye-hmj1l-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-air-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,13 Ratings,"{'Display': '1.28 Inches', 'Screen Type': 'TFT', 'Battery Life': '25 Days'}",2023-12-03
10,Mibro Lite Smart Watch,"Rs. 9,999",https://images.priceoye.pk/mibro-lite-smart-watch-pakistan-priceoye-mkort-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-lite-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,192 Ratings,"{'Display': '1.3 Inches', 'Screen Type': 'AMOLED', 'Battery Life': '8 Days'}",2023-12-03
11,Mibro Color Smart Watch,"Rs. 6,999",https://images.priceoye.pk/mibro-color-smart-watch-pakistan-priceoye-wq3ts-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-color-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,26 Ratings,"{'Display': '1.57 inches', 'Screen Type': 'HD Screen', 'Battery Life': '7 days'}",2023-12-03
12,Mibro A1 Smart Watch,"Rs. 6,999",https://images.priceoye.pk/mibro-a1-smartwatch-pakistan-priceoye-lid0d-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-a1-smartwatch,PriceOye,"Smart-Watches, Mibro",5.0,43 Ratings,"{'Display': '1.28 Inches', 'Screen Type': 'TFT', 'Battery Life': '1-2 days (7-10 days standby time)'}",2023-12-03
13,Mibro X1 Smart Watch,"Rs. 9,799",https://images.priceoye.pk/mibro-x1-smart-watch-pakistan-priceoye-0ag6c-270x270.webp,https://priceoye.pk/smart-watches/mibro/mibro-x1-smart-watch,PriceOye,"Smart-Watches, Mibro",5.0,161 Ratings,"{'Display': '1.3 Inches', 'Screen Type': 'AMOLED', 'Battery Life': '8 Days'}",2023-12-03
14,Kieslect KS Smart Calling Watch,"Rs. 16,599",https://images.priceoye.pk/kieslect-ks-smart-calling-watch-pakistan-priceoye-s91xh-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-ks-smart-calling-watch,PriceOye,"Smart-Watches, Kieslect",5.0,6 Ratings,"{'Display': '1.78 Inches', 'Screen Type': 'Colorful Amoled Display', 'Battery Life': '7 Days'}",2023-12-03
15,Kieslect Kr Calling Watch,"Rs. 10,399",https://images.priceoye.pk/kieslect-calling-kr-smartwatch-pakistan-priceoye-yrdxq-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-calling-kr-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,48 Ratings,"{'Display': '1.32 Inches', 'Screen Type': 'Semi-AMOLED', 'Battery Life': '3 to 5 days'}",2023-12-03
16,Kieslect Ks Pro Calling Watch With Dual Straps,"Rs. 18,499",https://images.priceoye.pk/kieslect-ks-pro-calling-watch-with-dual-straps-pakistan-priceoye-i5xfr-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-ks-pro-calling-watch-with-dual-straps,PriceOye,"Smart-Watches, Kieslect",5.0,5 Ratings,"{'Display': '2.01 inches', 'Screen Type': 'AMOLED', 'Battery Life': '2-3 days'}",2023-12-03
17,Kieslect K Lora 2 Lady Calling Smart Watch,"Rs. 17,299",https://images.priceoye.pk/kieslect-k-lora-2-lady-calling-smart-watch-pakistan-priceoye-fhxx8-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-k-lora-2-lady-calling-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,1 Ratings,"{'Display': '1.3 inches', 'Screen Type': 'AMOLED', 'Battery Life': '2-3 days'}",2023-12-03
18,Kieslect Kr Pro Calling Watch,"Rs. 15,999",https://images.priceoye.pk/kieslect-calling-kr-pro-smart-watch-pakistan-priceoye-2lhj5-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-calling-kr-pro-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,63 Ratings,"{'Display': '1.43 inches', 'Screen Type': 'AMOLED', 'Battery Life': '13 Days Stand By Mode'}",2023-12-03
19,Kieslect L11 Smart Watch,"Rs. 6,799",https://images.priceoye.pk/imilab-kieslect-l11-smart-watch-pakistan-priceoye-lopvm-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-l11-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,12 Ratings,"{'Display': '1.09 inches', 'Screen Type': 'TFT', 'Battery Life': '3-5 days'}",2023-12-03
20,Kieslect L11 Pro Smart Watch,"Rs. 8,499",https://images.priceoye.pk/kieslect-l11-pro-smartwatch-pakistan-priceoye-1oe18-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-l11-pro-smartwatch,PriceOye,"Smart-Watches, Kieslect",5.0,3 Ratings,"{'Display': '1.3 Inches', 'Screen Type': 'Semi Amoled', 'Battery Life': '20 days'}",2023-12-03
21,Kieslect K11 Pro Smart Watch,"Rs. 10,999",https://images.priceoye.pk/kieslect-k11-pro-smart-watch-pakistan-priceoye-cqvq1-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-k11-pro-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,4 Ratings,"{'Display': '1.43 Inches', 'Screen Type': 'Amoled', 'Battery Life': '4-6 Days Heavy Usage'}",2023-12-03
22,Kieslect K11 Smart Watch,"Rs. 8,999",https://images.priceoye.pk/kieslect-k11-smart-watch-pakistan-priceoye-9iluh-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-k11-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,103 Ratings,"{'Display': '1.39 Inches', 'Screen Type': 'Ultra Amoled', 'Battery Life': '14 Days'}",2023-12-03
23,Kieslect K10 Smart Watch,"Rs. 5,999",https://images.priceoye.pk/imilab-kieslect-k10-pakistan-priceoye-smh7k-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-k10-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,24 Ratings,"{'Display': '1.32 Inches', 'Screen Type': 'Semi-Amoled Retina Display', 'Battery Life': '25 Days'}",2023-12-03
24,Kieslect Lady Calling Watch Lora,"Rs. 13,999",https://images.priceoye.pk/kieslect-k-lora-lady-calling-smart-watch-pakistan-priceoye-w6ls5-270x270.webp,https://priceoye.pk/smart-watches/kieslect/kieslect-k-lora-lady-calling-smart-watch,PriceOye,"Smart-Watches, Kieslect",5.0,6 Ratings,"{'Display': '1.32 inches', 'Screen Type': 'SEMI AMOLED', 'Battery Life': '3-5 days'}",2023-12-03
25,Zero Ignite Smart Watch,"Rs. 6,499",https://images.priceoye.pk/zero-ignite-smart-watch-pakistan-priceoye-43iu3-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-ignite-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,5 Ratings,"{'Display': '1.83”', 'Screen Type': 'IPS', 'Battery Life': '7-9 days'}",2023-12-03
26,Zero Ultra Rugged Defender,"Rs. 8,499",https://images.priceoye.pk/zero-ultra-rugged-defender-pakistan-priceoye-6omtr-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-ultra-rugged-defender,PriceOye,"Smart-Watches, Zero",5.0,9 Ratings,"{'Display': '1.39 Inches', 'Screen Type': 'LCD Display', 'Battery Life': '3-5 Days'}",2023-12-03
27,Zero Caliber Pro All-Metal Appearance,"Rs. 6,999",https://images.priceoye.pk/zero-caliber-pro-all-metal-appearance-pakistan-priceoye-tyti2-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-caliber-pro-all-metal-appearance,PriceOye,"Smart-Watches, Zero",5.0,6 Ratings,"{'Display': '1.91', 'Screen Type': 'TFT', 'Battery Life': 'Standby Time : 30 days'}",2023-12-03
28,Zero Armour Smart Watch,"Rs. 8,499",https://images.priceoye.pk/zero-armour-smart-watch-pakistan-priceoye-qkico-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-armour-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,2 Ratings,"{'Display': '1.32 Inches', 'Screen Type': 'LCD Display', 'Battery Life': '5-7 Days'}",2023-12-03
29,Zero Orbit HD Bright Display,"Rs. 7,999",https://images.priceoye.pk/zero-orbit-hd-bright-display-pakistan-priceoye-0p8dh-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-orbit-hd-bright-display,PriceOye,"Smart-Watches, Zero",5.0,1 Ratings,"{'Display': '1.0 Inches', 'Screen Type': 'HD Display', 'Battery Life': '5-7 Days'}",2023-12-03
30,Zero Bolt Smart Watch,"Rs. 6,999",https://images.priceoye.pk/zero-bolt-smart-watch-pakistan-priceoye-xd672-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-bolt-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,9 Ratings,"{'Display': '1.85 Inches', 'Screen Type': 'TFT Screen', 'Battery Life': '10 Days Typical Usage Time, 30 Days Standby Time'}",2023-12-03
31,Zero Drift Smart Watch,"Rs. 10,999",https://images.priceoye.pk/zero-drift-smart-watch-pakistan-priceoye-hsp9x-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-drift-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,1 Ratings,"{'Display': '1.91 inches', 'Screen Type': 'HD display', 'Battery Life': '2-3 days'}",2023-12-03
32,Zero Terra Fit Smart Watch,"Rs. 6,999",https://images.priceoye.pk/zero-terra-fit-smart-watch-pakistan-priceoye-hnbz2-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-terra-fit-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,11 Ratings,"{'Display': '1.85 Inches', 'Screen Type': 'TFT Screen', 'Battery Life': '10 Days Typical Usage Time, 30 Days Standby Time'}",2023-12-03
33,Zero Buzz Max Smart Watch,"Rs. 7,599",https://images.priceoye.pk/zero-buzz-max-smart-watch-pakistan-priceoye-9ehzp-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-buzz-max-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,6 Ratings,"{'Display': '1.91 Inches', 'Screen Type': 'HD Screen', 'Battery Life': '7 Days Typical Usage Time, 30 Days Standby Time'}",2023-12-03
34,Zero Buzz Max SE Smart Watch,"Rs. 7,899",https://images.priceoye.pk/zero-buzz-max-se-smart-watch-pakistan-priceoye-napgj-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-buzz-max-se-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,4 Ratings,"{'Display': '1.91 Inches', 'Screen Type': 'Curved Glass HD Display', 'Battery Life': '7 Days'}",2023-12-03
35,Zero Revoltt Smart Watch,"Rs. 12,999",https://images.priceoye.pk/zero-revoltt-smart-watch-pakistan-priceoye-ht60q-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-revoltt-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,1 Ratings,"{'Display': '1.43”', 'Screen Type': 'IPS', 'Battery Life': '2-3 days'}",2023-12-03
36,Zero Ninja Smart Watch,"Rs. 11,999",https://images.priceoye.pk/zero-ninja-smart-watch-pakistan-priceoye-8h9wj-270x270.webp,https://priceoye.pk/smart-watches/zero/zero-ninja-smart-watch,PriceOye,"Smart-Watches, Zero",5.0,1 Ratings,"{'Display': '1.78”', 'Screen Type': 'AMOLED full touch', 'Battery Life': '7-9 days'}",2023-12-03
37,Infinix INBook X2 1035G1 14 Inches Core i5 (8GB RAM - 512GB SSD),"Rs. 135,999",https://images.priceoye.pk/infinix-x2-14-core-i5-1035g1-pakistan-priceoye-skgmo-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-x2-1035g1-14-inches-core-i5-8gb-ram-512gb-ssd,PriceOye,"Laptops, Infinix",5.0,2 Ratings,"{'Display': '14 inches', 'Generation': '10th gen', 'Processor': 'Intel® Core™ i5-1035G1', 'Internal Memory': '512 GB'}",2023-12-03
38,Infinix INBook Y1 Plus Laptop Core i3 (8GB-256GB SSD) International,"Rs. 99,999",https://images.priceoye.pk/infinix-inbook-y1-plus-laptop-core-i3-8gb-256gb-ssd-pakistan-priceoye-tjudb-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-y1-plus-laptop-core-i3-8gb-256gb-ssd-international,PriceOye,"Laptops, Infinix",5.0,1 Ratings,"{'Display': '15.6\u2009inches', 'Generation': '10th Gen', 'Processor': '10th Gen Intel Core i3 1005G1', 'Internal Memory': '256 GB SSD'}",2023-12-03
39,Infinix INBook X2 1065G7 14 Inches Core i7 (8GB RAM - 512GB SSD),"Rs. 159,999",https://images.priceoye.pk/infinix-x2-14-core-i7-1065g7-pakistan-priceoye-dm5ev-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-x2-14-inches-core-i5-8gb-ram-512gb-ssd,PriceOye,"Laptops, Infinix",5.0,2 Ratings,"{'Display': '14 - 14.9 Inches', 'Generation': '10th gen', 'Processor': 'Quad Core', 'Internal Memory': '512 GB'}",2023-12-03
40,Infinix Zerobook ZL 12 Core i7 (16GB RAM - 512GB SSD),"Rs. 211,999",https://images.priceoye.pk/infinix-zero-book-zl12-core-i7-pakistan-priceoye-go8fr-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-zerobook-zl-12-core-i7-16gb-ram-512gb-ssd,PriceOye,"Laptops, Infinix",5.0,2 Ratings,"{'Display': '15.6 Inches', 'Generation': '12th Gen', 'Processor': 'Intel Core i7-12700H (12th Gen)', 'Internal Memory': '512 GB'}",2023-12-03
41,Infinix INBook X1 14 Inches Core i3 (8GB RAM - 256GB SSD),"Rs. 79,999",https://images.priceoye.pk/infinix-inbook-x1-14-inches-core-i3-8gb-ram-256gb-ssd-pakistan-priceoye-g76wj-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-x1-14-inches-core-i3-8gb-ram-256gb-ssd,PriceOye,"Laptops, Infinix",5.0,1 Ratings,"{'Display': '14 Inches', 'Generation': '10 Generation', 'Processor': 'Intel Core i3', 'Internal Memory': '256 GB'}",2023-12-03
42,Infinix INBook X1 Pro 14 Inches Core i7 (16GB RAM - 512GB SSD),"Rs. 137,500",https://images.priceoye.pk/infinix-inbook-x1-pro-14-inches-core-i7-8gb-ram-512gb-ssd-pakistan-priceoye-639m8-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-x1-pro-14-inches-core-i7-8gb-ram-512gb-ssd,PriceOye,"Laptops, Infinix",5.0,1 Ratings,"{'Display': '14 Inches', 'Generation': '10th Generation', 'Processor': 'Intel Core i7', 'Internal Memory': '512 GB'}",2023-12-03
43,Infinix INBook X1 14 Inches Core i5 (8GB RAM - 512GB SSD),"Rs. 99,999",https://images.priceoye.pk/infinix-inbook-x1-14-inches-core-i5-8gb-ram-512gb-ssd-pakistan-priceoye-vbj9o-270x270.webp,https://priceoye.pk/laptops/infinix/infinix-inbook-x1-14-inches-core-i5-8gb-ram-512gb-ssd,PriceOye,"Laptops, Infinix",5.0,1 Ratings,"{'Display': '14 Inches', 'Generation': '10th Generation', 'Processor': 'Intel Core i5', 'Internal Memory': '512 GB'}",2023-12-03
44,Dell Latitude 3540 15.6 Inches 13th Gen Core i5 DOS (8GB - 256GB),"Rs. 226,999",https://images.priceoye.pk/dell-latitude-3540-15-6-inches-13th-gen-core-i5-dos-8gb-256gb-pakistan-priceoye-yp1c5-270x270.webp,https://priceoye.pk/laptops/dell/dell-latitude-3540-15-6-inches-13th-gen-core-i5-dos-8gb-256gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '13th Generation', 'Processor': 'Intel Core i5 - 1335U', 'Internal Memory': '256 GB SSD'}",2023-12-03
45,Dell Latitude 15 3540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB),"Rs. 344,999",https://images.priceoye.pk/dell-latitude-15-3540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb-pakistan-priceoye-wan6a-270x270.webp,https://priceoye.pk/laptops/dell/dell-latitude-15-3540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '13th Generation', 'Processor': 'Core i7 1355u Raptor Lake Processor (12 MB Intel Smart Cache)', 'Internal Memory': '512 GB SSD'}",2023-12-03
46,Dell Latitude 15 5540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB),"Rs. 404,999",https://images.priceoye.pk/dell-latitude-15-5540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb-pakistan-priceoye-uv2io-270x270.webp,https://priceoye.pk/laptops/dell/dell-latitude-15-5540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '13th Generation', 'Processor': 'Core i7 1355u Raptor Lake Processor', 'Internal Memory': '512 GB SSD'}",2023-12-03
47,Dell Latitude E5430 14 Inches 12th Gen Core i7 Win 11 (16GB - 512GB),"Rs. 277,999",https://images.priceoye.pk/dell-latitude-e5430-14-inches-12th-gen-core-i7-windows-11-16gb-512gb-pakistan-priceoye-jeysc-270x270.webp,https://priceoye.pk/laptops/dell/dell-latitude-e5430-14-inches-12th-gen-core-i7-win-11-16gb-512gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '14 Inches', 'Generation': '12th Generation', 'Processor': 'Intel® Core™ i5-1235U', 'Internal Memory': '512 GB SSD'}",2023-12-03
48,Dell Vostro 3510 11th Gen 15.6 Inches Core i3 DOS (4GB - 256GB),"Rs. 106,999",https://images.priceoye.pk/dell-vostro-3510-11th-gen-core-i3-4gb-256gb-ssd-15-6-hd-pakistan-priceoye-hfony-270x270.webp,https://priceoye.pk/laptops/dell/dell-vostro-3510-11th-gen-15-6-inches-core-i3-dos-4gb-256gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Gen', 'Processor': 'Intel® Core™ i3-1115G4', 'Internal Memory': '256 GB SSD'}",2023-12-03
49,Dell Vostro 3510 11th Gen 15.6 Inches Core i5 DOS (4GB - 256GB),"Rs. 134,999",https://images.priceoye.pk/dell-vostro-3510-11th-gen-15-6-inches-core-i5-4gb-256gb-pakistan-priceoye-gkzbw-270x270.webp,https://priceoye.pk/laptops/dell/dell-vostro-3510-11th-gen-15-6-inches-core-i5-dos-4gb-256gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Gen', 'Processor': 'Intel® Core™ i5-1135G7', 'Internal Memory': '256 GB SSD'}",2023-12-03
50,Dell Inspiron 3501 15.6  Inches 11th Gen Core i5 DOS (8GB - 1TB),"Rs. 154,999",https://images.priceoye.pk/dell-inspiron-3501-15-6-inches-11th-gen-core-i5-dos-8gb-1tb-pakistan-priceoye-h3k4i-270x270.webp,https://priceoye.pk/laptops/dell/dell-inspiron-3501-15-6-inches-11th-gen-core-i5-dos-8gb-1tb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Gen', 'Processor': 'Core i5', 'Internal Memory': '1 TB'}",2023-12-03
51,Dell Vostro 3510 11th Gen 15.6 Inches Core i5 DOS (8GB - 512GB),"Rs. 152,999",https://images.priceoye.pk/dell-vostro-3510-11th-gen-15-6-inches-core-i5-8gb-512gb-pakistan-priceoye-ihnu4-270x270.webp,https://priceoye.pk/laptops/dell/dell-vostro-3510-11th-gen-15-6-inches-core-i5-dos-8gb-512gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Gen', 'Processor': 'Intel® Core™ i5-1135G7', 'Internal Memory': '512 GB SSD'}",2023-12-03
52,Dell Vostro 3520 15.6 12th Gen Core i7 DOS (8GB - 512GB),"Rs. 234,999",https://images.priceoye.pk/dell-vostro-3520-15-6-12th-gen-core-i7-8gb-1tb-pakistan-priceoye-nan3e-270x270.webp,https://priceoye.pk/laptops/dell/dell-vostro-3520-15-6-12th-gen-core-i7-dos-8gb-512gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6', 'Generation': '12th Gen', 'Processor': 'Intel Core i7-1255u Processor', 'Internal Memory': '512 GB SSD'}",2023-12-03
53,Dell Laptop Inspiron 5515 15.6 inches AMD Ryzen 7 (8GB RAM - 512GB SSD),"Rs. 195,499",https://images.priceoye.pk/dell-5515-15-6-inches-amd-ryzen-7-gaming-laptop-8gb-ram-512gb-ssd-pakistan-priceoye-1uhtu-270x270.webp,https://priceoye.pk/laptops/dell/dell-5515-15-6-inches-amd-ryzen-7-gaming-laptop-8gb-ram-512gb-ssd,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': 'AMD', 'Processor': 'AMD Ryzen™ 7 5700U (1.8 GHz base clock, up to 4.3 GHz max boost clock, 8 MB L3 cache, 8 cores, 16 threads)', 'Internal Memory': '512GB SSD'}",2023-12-03
54,Dell Inspiron 3515 15.6 inches AMD Ryzen 5 3450U (8GB - 256GB),"Rs. 134,499",https://images.priceoye.pk/dell-inspiron-3515-15-6-inches-amd-ryzen-5-3450u-8gb-256gb-pakistan-priceoye-qabij-270x270.webp,https://priceoye.pk/laptops/dell/dell-inspiron-3515-15-6-inches-amd-ryzen-5-3450u-8gb-256gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': 'AMD Ryzen 5', 'Processor': 'AMD Ryzen™ 5 3450U Mobile Processor with Radeon™ Vega 8 Graphics', 'Internal Memory': '256 GB M.2 PCIE NVME SSD HDD'}",2023-12-03
55,Dell Inspiron 5510 15.6 Inches 11th Gen Core i5 11300H (8GB - 256GB),"Rs. 169,999",https://images.priceoye.pk/dell-inspiron-5510-15-6-inches-11th-gen-core-i5-11300h-8gb-256gb-pakistan-priceoye-xr8yg-270x270.webp,https://priceoye.pk/laptops/dell/dell-inspiron-5510-15-6-inches-11th-gen-core-i5-11300h-8gb-256gb,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Gen', 'Processor': 'Core I5-11320H', 'Internal Memory': '256GBM.2 PCIE NVME SSD HDD'}",2023-12-03
56,Dell Inspiron 2 in 1 14 Inches Core i7 (8GB RAM - 512GB SSD),"Rs. 225,000",https://images.priceoye.pk/dell-inspiron-2-in-1-14-inches-core-i7-8gb-ram-512gb-ssd-pakistan-priceoye-a4qo6-270x270.webp,https://priceoye.pk/laptops/dell/dell-inspiron-2-in-1-14-inches-core-i7-8gb-ram-512gb-ssd,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '14 Inches', 'Generation': '11th Generation', 'Processor': 'Intel Core i7', 'Internal Memory': '512GB SSD'}",2023-12-03
57,Dell Inspiron 5510 15.6 Inches 11 Gen Core i5 11320H (8GB RAM - 512GB SSD),"Rs. 172,999",https://images.priceoye.pk/dell-inspiron-5510-15-6-inches-core-i5-11320h-processor-8gb-ram-512gb-ssd-pakistan-priceoye-1qvgn-270x270.webp,https://priceoye.pk/laptops/dell/dell-inspiron-5510-15-6-inches-11-gen-core-i5-11320h-8gb-ram-512gb-ssd,PriceOye,"Laptops, Dell, Latitude, Inspiron, Alienware, Gaming, Vostro, XPS",5.0,1 Ratings,"{'Display': '15.6 Inches', 'Generation': '11th Generation', 'Processor': 'Core i5 -11320H', 'Internal Memory': '512GB SSD'}",2023-12-03
